#  E (eV)   dos(E)     Int dos(E) EFermi =    0.624 eV
 -49.463  0.0000E+00  0.0000E+00
 -49.453  0.9614E+01  0.9203E-01
 -49.443  0.1064E+02  0.1934E+00
 -49.433  0.1183E+02  0.3054E+00
 -49.423  0.1345E+02  0.4314E+00
 -49.413  0.1571E+02  0.5765E+00
 -49.403  0.1917E+02  0.7496E+00
 -49.393  0.2560E+02  0.9695E+00
 -49.383  0.4427E+02  0.1297E+01
 -49.373  0.4147E+02  0.1854E+01
 -49.363  0.0000E+00  0.2000E+01
 -49.353  0.0000E+00  0.2000E+01
 -49.343  0.0000E+00  0.2000E+01
 -49.333  0.0000E+00  0.2000E+01
 -49.323  0.0000E+00  0.2000E+01
 -49.313  0.0000E+00  0.2000E+01
 -49.303  0.0000E+00  0.2000E+01
 -49.293  0.0000E+00  0.2000E+01
 -49.283  0.0000E+00  0.2000E+01
 -49.273  0.0000E+00  0.2000E+01
 -49.263  0.0000E+00  0.2000E+01
 -49.253  0.0000E+00  0.2000E+01
 -49.243  0.0000E+00  0.2000E+01
 -49.233  0.0000E+00  0.2000E+01
 -49.223  0.0000E+00  0.2000E+01
 -49.213  0.0000E+00  0.2000E+01
 -49.203  0.0000E+00  0.2000E+01
 -49.193  0.0000E+00  0.2000E+01
 -49.183  0.0000E+00  0.2000E+01
 -49.173  0.0000E+00  0.2000E+01
 -49.163  0.0000E+00  0.2000E+01
 -49.153  0.0000E+00  0.2000E+01
 -49.143  0.0000E+00  0.2000E+01
 -49.133  0.0000E+00  0.2000E+01
 -49.123  0.0000E+00  0.2000E+01
 -49.113  0.0000E+00  0.2000E+01
 -49.103  0.0000E+00  0.2000E+01
 -49.093  0.0000E+00  0.2000E+01
 -49.083  0.0000E+00  0.2000E+01
 -49.073  0.0000E+00  0.2000E+01
 -49.063  0.0000E+00  0.2000E+01
 -49.053  0.0000E+00  0.2000E+01
 -49.043  0.0000E+00  0.2000E+01
 -49.033  0.0000E+00  0.2000E+01
 -49.023  0.0000E+00  0.2000E+01
 -49.013  0.0000E+00  0.2000E+01
 -49.003  0.0000E+00  0.2000E+01
 -48.993  0.0000E+00  0.2000E+01
 -48.983  0.0000E+00  0.2000E+01
 -48.973  0.0000E+00  0.2000E+01
 -48.963  0.0000E+00  0.2000E+01
 -48.953  0.0000E+00  0.2000E+01
 -48.943  0.0000E+00  0.2000E+01
 -48.933  0.0000E+00  0.2000E+01
 -48.923  0.0000E+00  0.2000E+01
 -48.913  0.0000E+00  0.2000E+01
 -48.903  0.0000E+00  0.2000E+01
 -48.893  0.0000E+00  0.2000E+01
 -48.883  0.0000E+00  0.2000E+01
 -48.873  0.0000E+00  0.2000E+01
 -48.863  0.0000E+00  0.2000E+01
 -48.853  0.0000E+00  0.2000E+01
 -48.843  0.0000E+00  0.2000E+01
 -48.833  0.0000E+00  0.2000E+01
 -48.823  0.0000E+00  0.2000E+01
 -48.813  0.0000E+00  0.2000E+01
 -48.803  0.0000E+00  0.2000E+01
 -48.793  0.0000E+00  0.2000E+01
 -48.783  0.0000E+00  0.2000E+01
 -48.773  0.0000E+00  0.2000E+01
 -48.763  0.0000E+00  0.2000E+01
 -48.753  0.0000E+00  0.2000E+01
 -48.743  0.0000E+00  0.2000E+01
 -48.733  0.0000E+00  0.2000E+01
 -48.723  0.0000E+00  0.2000E+01
 -48.713  0.0000E+00  0.2000E+01
 -48.703  0.0000E+00  0.2000E+01
 -48.693  0.0000E+00  0.2000E+01
 -48.683  0.0000E+00  0.2000E+01
