        0.0000000000       -9.7255866170
        0.0020040080       -9.5303877687
        0.0040080160       -9.3356805557
        0.0060120240       -9.1416209190
        0.0080160321       -8.9483644766
        0.0100200401       -8.7560658641
        0.0120240481       -8.5648780590
        0.0140280561       -8.3749516948
        0.0160320641       -8.1864343758
        0.0180360721       -7.9994700013
        0.0200400802       -7.8141981089
        0.0220440882       -7.6307532460
        0.0240480962       -7.4492643794
        0.0260521042       -7.2698543502
        0.0280561122       -7.0926393832
        0.0300601202       -6.9177286568
        0.0320641283       -6.7452239388
        0.0340681363       -6.5752192943
        0.0360721443       -6.4078008662
        0.0380761523       -6.2430467333
        0.0400801603       -6.0810268429
        0.0420841683       -5.9218030195
        0.0440881764       -5.7654290450
        0.0460921844       -5.6119508077
        0.0480961924       -5.4614065143
        0.0501002004       -5.3138269577
        0.0521042084       -5.1692358348
        0.0541082164       -5.0276501054
        0.0561122244       -4.8890803826
        0.0581162325       -4.7535313476
        0.0601202405       -4.6210021784
        0.0621242485       -4.4914869835
        0.0641282565       -4.3649752329
        0.0661322645       -4.2414521776
        0.0681362725       -4.1208992506
        0.0701402806       -4.0032944435
        0.0721442886       -3.8886126526
        0.0741482966       -3.7768259915
        0.0761523046       -3.6679040671
        0.0781563126       -3.5618142172
        0.0801603206       -3.4585217103
        0.0821643287       -3.3579899078
        0.0841683367       -3.2601803913
        0.0861723447       -3.1650530593
        0.0881763527       -3.0725661948
        0.0901803607       -2.9826765122
        0.0921843687       -2.8953391862
        0.0941883768       -2.8105078697
        0.0961923848       -2.7281347069
        0.0981963928       -2.6481703469
        0.1002004008       -2.5705639635
        0.1022044088       -2.4952632866
        0.1042084168       -2.4222146499
        0.1062124248       -2.3513630576
        0.1082164329       -2.2826522745
        0.1102204409       -2.2160249396
        0.1122244489       -2.1514227058
        0.1142284569       -2.0887864040
        0.1162324649       -2.0280562306
        0.1182364729       -1.9691719571
        0.1202404810       -1.9120731575
        0.1222444890       -1.8566994496
        0.1242484970       -1.8029907465
        0.1262525050       -1.7508875122
        0.1282565130       -1.7003310167
        0.1302605210       -1.6512635839
        0.1322645291       -1.6036288289
        0.1342685371       -1.5573718764
        0.1362725451       -1.5124395593
        0.1382765531       -1.4687805889
        0.1402805611       -1.4263456973
        0.1422845691       -1.3850877458
        0.1442885772       -1.3449618006
        0.1462925852       -1.3059251722
        0.1482965932       -1.2679374203
        0.1503006012       -1.2309603257
        0.1523046092       -1.1949578296
        0.1543086172       -1.1598959440
        0.1563126253       -1.1257426385
        0.1583166333       -1.0924677044
        0.1603206413       -1.0600426039
        0.1623246493       -1.0284403087
        0.1643286573       -0.9976351321
        0.1663326653       -0.9676025610
        0.1683366733       -0.9383190934
        0.1703406814       -0.9097620840
        0.1723446894       -0.8819096046
        0.1743486974       -0.8547403210
        0.1763527054       -0.8282333903
        0.1783567134       -0.8023683805
        0.1803607214       -0.7771252129
        0.1823647295       -0.7524841289
        0.1843687375       -0.7284256790
        0.1863727455       -0.7049307346
        0.1883767535       -0.6819805180
        0.1903807615       -0.6595566500
        0.1923847695       -0.6376412105
        0.1943887776       -0.6162168083
        0.1963927856       -0.5952666566
        0.1983967936       -0.5747746488
        0.2004008016       -0.5547254323
        0.2024048096       -0.5351044736
        0.2044088176       -0.5158981143
        0.2064128257       -0.4970936115
        0.2084168337       -0.4786791624
        0.2104208417       -0.4606439099
        0.2124248497       -0.4429779281
        0.2144288577       -0.4256721882
        0.2164328657       -0.4087185040
        0.2184368737       -0.3921094584
        0.2204408818       -0.3758383136
        0.2224448898       -0.3598989066
        0.2244488978       -0.3442855339
        0.2264529058       -0.3289928282
        0.2284569138       -0.3140156315
        0.2304609218       -0.2993488695
        0.2324649299       -0.2849874294
        0.2344689379       -0.2709260469
        0.2364729459       -0.2571592061
        0.2384769539       -0.2436810543
        0.2404809619       -0.2304853359
        0.2424849699       -0.2175653472
        0.2444889780       -0.2049139136
        0.2464929860       -0.1925233893
        0.2484969940       -0.1803856811
        0.2505010020       -0.1684922935
        0.2525050100       -0.1568343951
        0.2545090180       -0.1454029026
        0.2565130261       -0.1341885809
        0.2585170341       -0.1231821545
        0.2605210421       -0.1123744266
        0.2625250501       -0.1017564028
        0.2645290581       -0.0913194129
        0.2665330661       -0.0810552290
        0.2685370741       -0.0709561731
        0.2705410822       -0.0610152129
        0.2725450902       -0.0512260407
        0.2745490982       -0.0415831327
        0.2765531062       -0.0320817874
        0.2785571142       -0.0227181410
        0.2805611222       -0.0134891585
        0.2825651303       -0.0043926030
        0.2845691383        0.0045730197
        0.2865731463        0.0134085349
        0.2885771543        0.0221141929
        0.2905811623        0.0306897772
        0.2925851703        0.0391347245
        0.2945891784        0.0474482524
        0.2965931864        0.0556294901
        0.2985971944        0.0636776083
        0.3006012024        0.0715919442
        0.3026052104        0.0793721154
        0.3046092184        0.0870181226
        0.3066132265        0.0945304333
        0.3086172345        0.1019100478
        0.3106212425        0.1091585424
        0.3126252505        0.1162780900
        0.3146292585        0.1232714573
        0.3166332665        0.1301419785
        0.3186372745        0.1368935063
        0.3206412826        0.1435303436
        0.3226452906        0.1500571558
        0.3246492986        0.1564788700
        0.3266533066        0.1628005616
        0.3286573146        0.1690273349
        0.3306613226        0.1751642003
        0.3326653307        0.1812159536
        0.3346693387        0.1871870609
        0.3366733467        0.1930815535
        0.3386773547        0.1989029371
        0.3406813627        0.2046541174
        0.3426853707        0.2103373458
        0.3446893788        0.2159541870
        0.3466933868        0.2215055095
        0.3486973948        0.2269914990
        0.3507014028        0.2324116959
        0.3527054108        0.2377650537
        0.3547094188        0.2430500180
        0.3567134269        0.2482646223
        0.3587174349        0.2534065981
        0.3607214429        0.2584734953
        0.3627254509        0.2634628088
        0.3647294589        0.2683721071
        0.3667334669        0.2731991578
        0.3687374749        0.2779420472
        0.3707414830        0.2825992879
        0.3727454910        0.2871699129
        0.3747494990        0.2916535506
        0.3767535070        0.2960504798
        0.3787575150        0.3003616629
        0.3807615230        0.3045887539
        0.3827655311        0.3087340837
        0.3847695391        0.3128006216
        0.3867735471        0.3167919139
        0.3887775551        0.3207120028
        0.3907815631        0.3245653275
        0.3927855711        0.3283566112
        0.3947895792        0.3320907374
        0.3967935872        0.3357726197
        0.3987975952        0.3394070703
        0.4008016032        0.3429986703
        0.4028056112        0.3465516472
        0.4048096192        0.3500697629
        0.4068136273        0.3535562175
        0.4088176353        0.3570135693
        0.4108216433        0.3604436774
        0.4128256513        0.3638476654
        0.4148296593        0.3672259095
        0.4168336673        0.3705780509
        0.4188376754        0.3739030318
        0.4208416834        0.3771991540
        0.4228456914        0.3804641581
        0.4248496994        0.3836953212
        0.4268537074        0.3868895682
        0.4288577154        0.3900435957
        0.4308617234        0.3931540014
        0.4328657315        0.3962174174
