 &plot nbnd=  36, nks=   361 /
            0.000000  0.000000  0.000000
  -45.381  -23.861  -23.090  -23.090  -20.668  -12.985   -3.154   -2.463   -2.463   -1.137
    1.403    1.403    3.778    5.831    5.831    5.924    6.812    6.812    7.947    8.804
   11.158   14.019   14.721   14.721   15.317   17.253   17.960   17.960   19.773   20.607
   21.658   21.658   23.075   23.838   23.838   24.380
            0.004167  0.002406  0.000000
  -45.381  -23.861  -23.090  -23.090  -20.668  -12.985   -3.154   -2.464   -2.463   -1.137
    1.402    1.403    3.778    5.831    5.831    5.925    6.812    6.813    7.948    8.805
   11.158   14.019   14.718   14.721   15.317   17.254   17.959   17.960   19.773   20.608
   21.657   21.658   23.069   23.836   23.842   24.377
            0.008333  0.004811  0.000000
  -45.381  -23.861  -23.091  -23.090  -20.668  -12.985   -3.153   -2.464   -2.463   -1.137
    1.399    1.402    3.778    5.829    5.832    5.926    6.811    6.813    7.950    8.809
   11.160   14.020   14.712   14.723   15.316   17.258   17.958   17.963   19.772   20.612
   21.653   21.658   23.051   23.830   23.852   24.366
            0.012500  0.007217  0.000000
  -45.381  -23.861  -23.091  -23.090  -20.668  -12.984   -3.153   -2.465   -2.463   -1.136
    1.393    1.401    3.779    5.827    5.833    5.929    6.809    6.814    7.952    8.814
   11.163   14.022   14.700   14.726   15.314   17.265   17.956   17.966   19.772   20.618
   21.647   21.658   23.023   23.821   23.866   24.349
            0.016667  0.009623  0.000000
  -45.381  -23.861  -23.092  -23.091  -20.668  -12.983   -3.151   -2.466   -2.463   -1.135
    1.386    1.400    3.779    5.825    5.834    5.933    6.807    6.816    7.957    8.822
   11.167   14.025   14.685   14.730   15.311   17.274   17.953   17.972   19.770   20.626
   21.638   21.658   22.986   23.809   23.880   24.326
            0.020833  0.012028  0.000000
  -45.381  -23.860  -23.094  -23.091  -20.667  -12.982   -3.150   -2.468   -2.463   -1.135
    1.377    1.398    3.780    5.821    5.836    5.938    6.804    6.818    7.962    8.831
   11.173   14.028   14.666   14.736   15.307   17.286   17.950   17.978   19.769   20.636
   21.627   21.658   22.943   23.793   23.889   24.302
            0.025000  0.014434  0.000000
  -45.381  -23.860  -23.095  -23.091  -20.667  -12.981   -3.148   -2.470   -2.463   -1.133
    1.365    1.396    3.781    5.817    5.838    5.944    6.801    6.821    7.968    8.843
